ID,utterance,annotation-charlie,annotation-morgane,list-ID
148,www . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
148,www . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
149,www . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
149,www . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
150,yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
150,yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
151,www . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
151,www . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
152,prend un morceau le prend pas comme ça ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
152,prend un morceau le prend pas comme ça ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
153,www . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
153,www . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
154,www . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
154,www . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
155,www . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
155,www . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
156,Adrien ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
156,Adrien ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
157,comment tu dis fourchette ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
157,comment tu dis fourchette ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
158,fourchette ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
158,fourchette ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
159,et les lune ça c'est quoi c'est des lunettes ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
159,et les lune ça c'est quoi c'est des lunettes ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
160,oui ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
160,oui ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
161,comment tu dis lunettes ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
161,comment tu dis lunettes ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
162,oui ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
162,oui ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
163,quoi vis ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
163,quoi vis ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
164,papa ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
164,papa ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
165,oui attends assis-toi Adrien regarde on va changer l'eau des poissons ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
165,oui attends assis-toi Adrien regarde on va changer l'eau des poissons ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
166,tu veux voir ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
166,tu veux voir ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
167,oui ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
167,oui ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
168,ouais oh hisse ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
168,ouais oh hisse ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
169,papa ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
169,papa ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
170,il sait dire photo Adrien tu dis photo ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
170,il sait dire photo Adrien tu dis photo ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
171,hé ben mon bonhomme hé qu'est-ce qu'on fait ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
171,hé ben mon bonhomme hé qu'est-ce qu'on fait ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
172,Adrien comment tu dis photo ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
172,Adrien comment tu dis photo ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
173,phot photo ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
173,phot photo ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
174,oui photo oui ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
174,oui photo oui ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
175,oui ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
175,oui ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
176,oui ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
176,oui ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
177,attends tends tends regarde je vais euh . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
177,attends tends tends regarde je vais euh . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
178,yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
178,yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
179,non non non non non touche pas ça ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
179,non non non non non touche pas ça ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
180,Adrien et comment on dit couteau ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
180,Adrien et comment on dit couteau ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
181,couteau ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
181,couteau ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
182,s'il dit couteau c'est bien ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
182,s'il dit couteau c'est bien ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
183,yyy yyy yyy yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
183,yyy yyy yyy yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
184,oui mais c'est des mots où il sait ce que ça veut dire aussi ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
184,oui mais c'est des mots où il sait ce que ça veut dire aussi ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
185,oui oui ben montre-lui Elsa ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
185,oui oui ben montre-lui Elsa ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
186,yyy yyy yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
186,yyy yyy yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
187,Adrien laisse ça ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
187,Adrien laisse ça ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
188,yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
188,yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
189,yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
189,yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
190,tiens tu donnes à papa donne non c'est sale en plus bah ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
190,tiens tu donnes à papa donne non c'est sale en plus bah ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
191,yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
191,yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
192,papa ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
192,papa ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
193,yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
193,yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
194,Adrien tu dis manger ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
194,Adrien tu dis manger ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
195,yyy yyy yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
195,yyy yyy yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
196,non Adrien tu touches pas ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
196,non Adrien tu touches pas ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
197,c'est sale ça par contre ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
197,c'est sale ça par contre ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
198,et ça comment ça s'appelle Adrien ça ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
198,et ça comment ça s'appelle Adrien ça ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
199,yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
199,yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
200,ça s'appelle comment ça ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
200,ça s'appelle comment ça ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
201,spatule ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
201,spatule ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
202,comment ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
202,comment ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
203,spatule ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
203,spatule ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
204,non comment ça s'appelle ça ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
204,non comment ça s'appelle ça ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
205,spatule ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
205,spatule ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
206,spatule ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
206,spatule ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
207,spatule ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
207,spatule ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
208,spatule . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
208,spatule . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
209,c'est dur à dire hein ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
209,c'est dur à dire hein ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
210,non ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
210,non ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
211,non ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
211,non ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
212,un autre ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
212,un autre ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
213,un autre ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
213,un autre ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
214,un autre ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
214,un autre ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
215,celle-ci ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
215,celle-ci ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
216,spatule ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
216,spatule ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
217,spatule . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
217,spatule . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
218,spatule . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
218,spatule . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
219,yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
219,yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
220,tu la prends ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
220,tu la prends ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
221,non ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
221,non ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
222,non c'est pas celle-ci c'est laquelle alors ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
222,non c'est pas celle-ci c'est laquelle alors ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
223,ça tu veux ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
223,ça tu veux ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
224,oui ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
224,oui ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
225,non non pas oh hisse tiens ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
225,non non pas oh hisse tiens ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
226,yyy yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
226,yyy yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
227,merde ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
227,merde ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
228,yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
228,yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
229,attention Emeric ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
229,attention Emeric ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
230,Adrien non ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
230,Adrien non ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
231,yyy yyy yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
231,yyy yyy yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
232,yyy yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
232,yyy yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
233,yyy yyy yyy yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
233,yyy yyy yyy yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
234,yyy yyy yyy yyy yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
234,yyy yyy yyy yyy yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
235,non non non Adrien non non ça on fait pas ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
235,non non non Adrien non non ça on fait pas ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
236,yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
236,yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
237,Adrien ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
237,Adrien ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
238,yyy yyy yyy yyy yyy yyy yyy yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
238,yyy yyy yyy yyy yyy yyy yyy yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
239,yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
239,yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
240,yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
240,yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
241,qu'est-ce que c'est Adrien ça ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
241,qu'est-ce que c'est Adrien ça ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
242,poissons ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
242,poissons ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
243,oui c'est des poissons comment ils font les poissons ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
243,oui c'est des poissons comment ils font les poissons ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
244,comment elle t'a montré ils font comme ça ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
244,comment elle t'a montré ils font comme ça ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
245,yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
245,yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
246,non des gâteaux ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
246,non des gâteaux ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
247,gâteau ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
247,gâteau ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
248,oh ben il mange les miettes ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
248,oh ben il mange les miettes ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
249,non papa ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
249,non papa ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
250,ah il y a papa qui appelle ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
250,ah il y a papa qui appelle ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
251,Adrien tu vas donner à manger aux poissons avec papa ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
251,Adrien tu vas donner à manger aux poissons avec papa ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
252,non non non pas de pain t'as déjà mangé va donner à manger aux poissons les poissons ils ont faim ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
252,non non non pas de pain t'as déjà mangé va donner à manger aux poissons les poissons ils ont faim ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
253,vas_y tu vas tu vas donner à manger ils ont faim les poissons ils ont xxx va voir ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
253,vas_y tu vas tu vas donner à manger ils ont faim les poissons ils ont xxx va voir ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
254,faim ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
254,faim ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
255,faim faim ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
255,faim faim ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
256,faim faim ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
256,faim faim ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
257,tiens regarde ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
257,tiens regarde ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
258,yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
258,yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
259,tu veux faire pipi Adrien ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
259,tu veux faire pipi Adrien ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
260,non ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
260,non ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
261,non ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
261,non ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
262,regarde ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
262,regarde ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
263,yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
263,yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
264,il faut tu dis hein si tu veux faire pipi on te mettra sur le pot ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
264,il faut tu dis hein si tu veux faire pipi on te mettra sur le pot ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
265,allez tu descends mon bonhomme ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
265,allez tu descends mon bonhomme ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
266,non papa ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
266,non papa ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
267,non pourquoi tu veux pas descendre ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
267,non pourquoi tu veux pas descendre ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
268,tu peux tomber Adrien attention hein ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
268,tu peux tomber Adrien attention hein ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
269,maintenant il compose les mots il fait non papa papa parti . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
269,maintenant il compose les mots il fait non papa papa parti . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
270,ah ouais donc il fait c'est le début de la syntaxe . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
270,ah ouais donc il fait c'est le début de la syntaxe . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
271,ou c'est pas parti . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
271,ou c'est pas parti . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
272,comment tu dis papa comment il . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
272,comment tu dis papa comment il . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
273,parti parti ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
273,parti parti ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
274,comment Adrien tu dis hé hé ouh doucement ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
274,comment Adrien tu dis hé hé ouh doucement ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
275,et tout à l'heure quand je lui ai dit de dire comment tu dis Adrien merci maman ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
275,et tout à l'heure quand je lui ai dit de dire comment tu dis Adrien merci maman ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
276,merci maman ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
276,merci maman ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
277,oui c'est bien mon xxx . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
277,oui c'est bien mon xxx . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
278,non ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
278,non ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
279,pourquoi non ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
279,pourquoi non ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
280,non ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
280,non ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
281,non quoi ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
281,non quoi ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
282,non ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
282,non ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
283,tu t'es encore écorché Adrien tu fais bobo ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
283,tu t'es encore écorché Adrien tu fais bobo ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
284,ils sont où tes bobos Adrien ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
284,ils sont où tes bobos Adrien ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
285,et ben fais voir ton bobo ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
285,et ben fais voir ton bobo ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
286,non tu t'es pas fait mal . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
286,non tu t'es pas fait mal . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
287,non non ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
287,non non ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
288,non non ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
288,non non ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
289,un autre ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
289,un autre ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
290,un autre ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
290,un autre ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
291,va mettre ça à la poubelle Adrien ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
291,va mettre ça à la poubelle Adrien ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
292,un autre ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
292,un autre ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
293,non pas un autre tu mangeras plus tard maintenant ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
293,non pas un autre tu mangeras plus tard maintenant ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
294,un autre un autre ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
294,un autre un autre ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
295,non non non toi tu mangerais jusqu'à demain ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
295,non non non toi tu mangerais jusqu'à demain ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
296,ah faut acheter un tapis hein Elsa parce_que là ça marque . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
296,ah faut acheter un tapis hein Elsa parce_que là ça marque . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
297,un autre ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
297,un autre ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
298,un autre un autre un autre ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
